ID	UniProtKB	KEGG ID	KO Number	GO terms	
HVAEP7.T012393.1	Q7TN88	PK1L2_MOUSE	mmu:76645;		membrane [GO:0016020]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; G-protein alpha-subunit binding [GO:0001965]; detection of mechanical stimulus [GO:0050982]
HVAEP7.T012397.1	D3YXG0	HMCN1_MOUSE	mmu:545370;		adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; muscle tendon junction [GO:0005927]; calcium ion binding [GO:0005509]; actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]
HVAEP7.T012398.1	Q7Z442	PK1L2_HUMAN	hsa:114780;		membrane [GO:0016020]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; detection of mechanical stimulus [GO:0050982]
HVAEP7.T012401.1	Q96RW7	HMCN1_HUMAN	hsa:83872;		adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601]
HVAEP7.T012405.1	D3YXG0	HMCN1_MOUSE	mmu:545370;		adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; muscle tendon junction [GO:0005927]; calcium ion binding [GO:0005509]; actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]
HVAEP7.T012406.1	P80404	GABT_HUMAN	hsa:18;		4-aminobutyrate transaminase complex [GO:0032144]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; (S)-3-amino-2-methylpropionate transaminase activity [GO:0047298]; 4-aminobutyrate:2-oxoglutarate transaminase activity [GO:0034386]; identical protein binding [GO:0042802]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]; succinate-semialdehyde dehydrogenase binding [GO:0032145]; aging [GO:0007568]; behavioral response to cocaine [GO:0048148]; cerebellum development [GO:0021549]; copulation [GO:0007620]; exploration behavior [GO:0035640]; gamma-aminobutyric acid biosynthetic process [GO:0009449]; gamma-aminobutyric acid catabolic process [GO:0009450]; gamma-aminobutyric acid metabolic process [GO:0009448]; locomotory behavior [GO:0007626]; negative regulation of blood pressure [GO:0045776]; negative regulation of dopamine secretion [GO:0033602]; negative regulation of gamma-aminobutyric acid secretion [GO:0014053]; negative regulation of platelet aggregation [GO:0090331]; neurotransmitter catabolic process [GO:0042135]; positive regulation of aspartate secretion [GO:1904450]; positive regulation of dopamine metabolic process [GO:0045964]; positive regulation of heat generation [GO:0031652]; positive regulation of inhibitory postsynaptic potential [GO:0097151]; positive regulation of insulin secretion [GO:0032024]; positive regulation of prolactin secretion [GO:1902722]; positive regulation of uterine smooth muscle contraction [GO:0070474]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; response to iron ion [GO:0010039]; response to nicotine [GO:0035094]; response to xenobiotic stimulus [GO:0009410]
HVAEP7.T012407.1	P37595	IAAA_ECOLI	ecj:JW0812;eco:b0828;		cytoplasm [GO:0005737]; asparaginase activity [GO:0004067]; beta-aspartyl-peptidase activity [GO:0008798]; hydrolase activity [GO:0016787]; protein autoprocessing [GO:0016540]
HVAEP7.T012408.1	P95937	YHIT_SACS2	sso:SSO2163;		adenylylsulfatase activity [GO:0047627]; purine ribonucleotide metabolic process [GO:0009150]; sulfur compound metabolic process [GO:0006790]
HVAEP7.T012409.1	H9JW43	CDA8_BOMMO	bmor:101735686;		extracellular space [GO:0005615]; chitin deacetylase activity [GO:0004099]; zinc ion binding [GO:0008270]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]
HVAEP7.T012410.1	Q6IMX7	HPBP1_RAT	rno:246146;		adenyl-nucleotide exchange factor activity [GO:0000774]; ubiquitin protein ligase binding [GO:0031625]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]
HVAEP7.T012411.1	Q3T106	SRSF7_BOVIN	bta:507066;		cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cellular response to leukemia inhibitory factor [GO:1990830]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]
HVAEP7.T012412.1	Q3T106	SRSF7_BOVIN	bta:507066;		cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cellular response to leukemia inhibitory factor [GO:1990830]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]
HVAEP7.T012413.1	Q3T106	SRSF7_BOVIN	bta:507066;		cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cellular response to leukemia inhibitory factor [GO:1990830]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]
HVAEP7.T012414.1	Q3T106	SRSF7_BOVIN	bta:507066;		cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; cellular response to leukemia inhibitory factor [GO:1990830]; mRNA splicing, via spliceosome [GO:0000398]; mRNA transport [GO:0051028]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]
HVAEP7.T012416.1	Q8TBB0	THAP6_HUMAN	hsa:152815;		microtubule cytoskeleton [GO:0015630]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]
HVAEP7.T012417.1	Q71SG7	GCNT4_DANRE	dre:324510;		Golgi membrane [GO:0000139]; acetylglucosaminyltransferase activity [GO:0008375]; beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity [GO:0003829]; protein glycosylation [GO:0006486]
HVAEP7.T012418.1	Q71SG7	GCNT4_DANRE	dre:324510;		Golgi membrane [GO:0000139]; acetylglucosaminyltransferase activity [GO:0008375]; beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity [GO:0003829]; protein glycosylation [GO:0006486]
HVAEP7.T012423.1	A7RX26	HUTI_NEMVE	nve:5515844;		cytoplasm [GO:0005737]; imidazolonepropionase activity [GO:0050480]; metal ion binding [GO:0046872]; histidine catabolic process [GO:0006548]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]
HVAEP7.T012425.1	Q80X90	FLNB_MOUSE	mmu:286940;		brush border [GO:0005903]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; neuron projection [GO:0043005]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; identical protein binding [GO:0042802]; actin cytoskeleton organization [GO:0030036]; cellular response to type II interferon [GO:0071346]; epithelial cell morphogenesis [GO:0003382]; keratinocyte development [GO:0003334]; skeletal muscle tissue development [GO:0007519]
HVAEP7.T012426.1	O88382	MAGI2_RAT	rno:113970;		bicellular tight junction [GO:0005923]; cell-cell junction [GO:0005911]; centriole [GO:0005814]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extrinsic component of postsynaptic membrane [GO:0098890]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; late endosome [GO:0005770]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; protein-containing complex [GO:0032991]; slit diaphragm [GO:0036057]; synapse [GO:0045202]; activin receptor binding [GO:0070697]; beta-1 adrenergic receptor binding [GO:0031697]; kinesin binding [GO:0019894]; phosphatase binding [GO:0019902]; protein-containing complex binding [GO:0044877]; signaling receptor complex adaptor activity [GO:0030159]; SMAD binding [GO:0046332]; structural constituent of postsynaptic density [GO:0098919]; structural constituent of postsynaptic specialization [GO:0098879]; type II activin receptor binding [GO:0070699]; cellular response to nerve growth factor stimulus [GO:1990090]; clathrin-dependent endocytosis [GO:0072583]; glomerular filtration [GO:0003094]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of protein kinase B signaling [GO:0051898]; nerve growth factor signaling pathway [GO:0038180]; neuroligin clustering involved in postsynaptic membrane assembly [GO:0097118]; podocyte development [GO:0072015]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phosphoprotein phosphatase activity [GO:0032516]; positive regulation of receptor internalization [GO:0002092]; positive regulation of synaptic vesicle clustering [GO:2000809]; receptor clustering [GO:0043113]; regulation of neurotransmitter receptor localization to postsynaptic specialization membrane [GO:0098696]; regulation of synaptic membrane adhesion [GO:0099179]; signal transduction [GO:0007165]; SMAD protein signal transduction [GO:0060395]
HVAEP7.T012428.1	Q28GJ2	CK054_XENTR	xtr:549100;		nucleus [GO:0005634]; hydrolase activity, acting on ester bonds [GO:0016788]; zinc ion binding [GO:0008270]
HVAEP7.T012433.1	O75534	CSDE1_HUMAN	hsa:7812;		CRD-mediated mRNA stability complex [GO:0070937]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; mCRD-mediated mRNA stability complex [GO:0106002]; P-body [GO:0000932]; plasma membrane [GO:0005886]; RNA binding [GO:0003723]; RNA stem-loop binding [GO:0035613]; CRD-mediated mRNA stabilization [GO:0070934]; IRES-dependent viral translational initiation [GO:0075522]; male gonad development [GO:0008584]; negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay [GO:1900152]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; positive regulation of cytoplasmic translation [GO:2000767]; regulation of translational initiation [GO:0006446]; stress granule assembly [GO:0034063]
HVAEP7.T012434.1	A5H0J2	DUR1_LACKL			allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; urea carboxylase activity [GO:0004847]; urea catabolic process [GO:0043419]
HVAEP7.T012435.1	Q9NU19	TB22B_HUMAN	hsa:55633;		14-3-3 protein binding [GO:0071889]; GTPase activator activity [GO:0005096]; activation of GTPase activity [GO:0090630]
HVAEP7.T012447.1	A5H0J2	DUR1_LACKL			allophanate hydrolase activity [GO:0004039]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; urea carboxylase activity [GO:0004847]; urea catabolic process [GO:0043419]
HVAEP7.T012449.1	Q96P11	NSUN5_HUMAN	hsa:55695;		nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]; cerebral cortex development [GO:0021987]; cognition [GO:0050890]; corpus callosum development [GO:0022038]; oligodendrocyte development [GO:0014003]; positive regulation of translation [GO:0045727]; regulation of myelination [GO:0031641]; RNA methylation [GO:0001510]; rRNA base methylation [GO:0070475]
HVAEP7.T012451.1	P07584	ASTA_ASTAS	ag:CAA64981;		cortical granule [GO:0060473]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type peptidase activity [GO:0070001]; glutamic-type peptidase activity [GO:0070002]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; zinc ion binding [GO:0008270]; cell adhesion [GO:0007155]; fertilization [GO:0009566]; negative regulation of binding of sperm to zona pellucida [GO:2000360]; positive regulation of protein processing [GO:0010954]; prevention of polyspermy [GO:0060468]; proteolysis [GO:0006508]
HVAEP7.T012453.1	Q86XH1	DRC11_HUMAN	hsa:79781;		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
HVAEP7.T012455.1	Q9CUL5	DRC11_MOUSE			cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; motile cilium [GO:0031514]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
HVAEP7.T012457.1	P09020	HXC5_XENLA			nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
HVAEP7.T012458.1	Q99595	TI17A_HUMAN	hsa:10440;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transport [GO:0006886]; protein import into mitochondrial matrix [GO:0030150]; protein targeting to mitochondrion [GO:0006626]
HVAEP7.T012460.1	P55115	NAS15_CAEEL	cel:CELE_T04G9.2;		extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
HVAEP7.T012470.3	P07584	ASTA_ASTAS	ag:CAA64981;		cortical granule [GO:0060473]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; aspartic-type peptidase activity [GO:0070001]; glutamic-type peptidase activity [GO:0070002]; metalloendopeptidase activity [GO:0004222]; peptidase activity [GO:0008233]; zinc ion binding [GO:0008270]; cell adhesion [GO:0007155]; fertilization [GO:0009566]; negative regulation of binding of sperm to zona pellucida [GO:2000360]; positive regulation of protein processing [GO:0010954]; prevention of polyspermy [GO:0060468]; proteolysis [GO:0006508]
HVAEP7.T012472.1	Q9H147	TDIF1_HUMAN	hsa:116092;		chromosome [GO:0005694]; histone deacetylase complex [GO:0000118]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; nucleosome binding [GO:0031491]; protein homodimerization activity [GO:0042803]
HVAEP7.T012482.1	Q62371	DDR2_MOUSE	mmu:18214;		actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; collagen binding [GO:0005518]; protein tyrosine kinase collagen receptor activity [GO:0038062]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; biomineral tissue development [GO:0031214]; cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to transforming growth factor beta stimulus [GO:0071560]; chondrocyte proliferation [GO:0035988]; collagen fibril organization [GO:0030199]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; endochondral bone growth [GO:0003416]; negative regulation of apoptotic process [GO:0043066]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; negative regulation of kinase activity [GO:0033673]; negative regulation of necrotic cell death [GO:0060547]; ossification [GO:0001503]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of hepatic stellate cell activation [GO:2000491]; positive regulation of hepatic stellate cell proliferation [GO:1904899]; positive regulation of kinase activity [GO:0033674]; positive regulation of neuron death [GO:1901216]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; regulation of bone mineralization [GO:0030500]; regulation of tissue remodeling [GO:0034103]; response to muscle stretch [GO:0035994]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
HVAEP7.T012486.1	Q8T3X9	ISCA1_DROME	dme:Dmel_CG8198;		cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]; protein maturation by iron-sulfur cluster transfer [GO:0097428]; response to magnetism [GO:0071000]
HVAEP7.T012487.2	A0JPH7	CE41B_XENLA	xla:100036799;		centriole [GO:0005814]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cilium assembly [GO:0060271]; protein polyglutamylation [GO:0018095]; protein transport [GO:0015031]
HVAEP7.T012490.2	A4IHD2	ARIP4_XENTR	xtr:733747;		nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; DNA binding [GO:0003677]; helicase activity [GO:0004386]
HVAEP7.T012491.1	Q8L4N1	PHO34_ARATH	ath:AT4G27320;		chloroplast [GO:0009507]; cytosol [GO:0005829]; ATP binding [GO:0005524]; response to molecule of fungal origin [GO:0002238]
HVAEP7.T012492.1	P12258	HOBOT_DROME			nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; protein dimerization activity [GO:0046983]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
HVAEP7.T012495.1	Q2PZL6	FAT4_MOUSE	mmu:329628;		apical part of cell [GO:0045177]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
HVAEP7.T012497.1	B4G2I8	HH_DROPE	dpe:6587458;		cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; cholesterol-protein transferase activity [GO:0140853]; metal ion binding [GO:0046872]; morphogen activity [GO:0016015]; peptidase activity [GO:0008233]; anatomical structure morphogenesis [GO:0009653]; cell-cell signaling involved in cell fate commitment [GO:0045168]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; segment polarity determination [GO:0007367]; self proteolysis [GO:0097264]; system development [GO:0048731]
HVAEP7.T012499.1	Q2PZL6	FAT4_MOUSE	mmu:329628;		apical part of cell [GO:0045177]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]
HVAEP7.T012500.1	Q6V0I7	FAT4_HUMAN	hsa:79633;		extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neurogenesis [GO:0022008]
HVAEP7.T012536.1	Q99MZ8	LASP1_RAT	rno:29278;		cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; postsynapse [GO:0098794]; actin filament binding [GO:0051015]; ion transmembrane transporter activity [GO:0015075]; metal ion binding [GO:0046872]; ion transport [GO:0006811]
HVAEP7.T012540.2	Q9TU53	CUBN_CANLF	cfa:403767;		apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; clathrin-coated pit [GO:0005905]; endosome [GO:0005768]; lysosomal membrane [GO:0005765]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; cargo receptor activity [GO:0038024]; cobalamin binding [GO:0031419]; cholesterol metabolic process [GO:0008203]; protein transport [GO:0015031]
HVAEP7.T012541.1	Q5D0E6	DALD3_HUMAN	hsa:55152;		arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; arginyl-tRNA aminoacylation [GO:0006420]; tRNA C3-cytosine methylation [GO:0106217]
HVAEP7.T012542.1	Q5EA03	TM186_BOVIN	bta:513552;		mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]
HVAEP7.T012543.1	A0AUQ6	LIN52_DANRE	dre:777755;		DRM complex [GO:0070176]; regulation of DNA-templated transcription [GO:0006355]
HVAEP7.T012545.1	Q6GP04	MON2_XENLA	xla:444214;		protein transport [GO:0015031]
HVAEP7.T012546.1	Q7Z3U7	MON2_HUMAN	hsa:23041;		cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extracellular exosome [GO:0070062]; Golgi to endosome transport [GO:0006895]; protein transport [GO:0015031]
HVAEP7.T012547.1	Q6GP04	MON2_XENLA	xla:444214;		protein transport [GO:0015031]
HVAEP7.T012549.1	Q7Z3U7	MON2_HUMAN	hsa:23041;		cytosol [GO:0005829]; early endosome membrane [GO:0031901]; extracellular exosome [GO:0070062]; Golgi to endosome transport [GO:0006895]; protein transport [GO:0015031]
HVAEP7.T012550.2	Q8BX57	PXK_MOUSE	mmu:218699;		centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; actin binding [GO:0003779]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein C-terminus binding [GO:0008022]; protein kinase activity [GO:0004672]; inflammatory response [GO:0006954]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of ATP-dependent activity [GO:0032780]; negative regulation of ion transport [GO:0043271]; protein phosphorylation [GO:0006468]
HVAEP7.T012551.1	Q6GL44	OTUD5_XENTR	xtr:448134;		cysteine-type deubiquitinase activity [GO:0004843]; Lys63-specific deubiquitinase activity [GO:0061578]; protein deubiquitination [GO:0016579]; protein K48-linked deubiquitination [GO:0071108]; protein K63-linked deubiquitination [GO:0070536]; response to lipopolysaccharide [GO:0032496]
HVAEP7.T012554.1	O89106	FHIT_MOUSE	mmu:14198;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; adenosine 5'-monophosphoramidase activity [GO:0043530]; adenylylsulfatase activity [GO:0047627]; adenylylsulfate-ammonia adenylyltransferase activity [GO:0047352]; bis(5'-adenosyl)-triphosphatase activity [GO:0047710]; identical protein binding [GO:0042802]; nickel cation binding [GO:0016151]; nucleotide binding [GO:0000166]; ubiquitin protein ligase binding [GO:0031625]; diadenosine triphosphate catabolic process [GO:0015964]; DNA replication [GO:0006260]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; purine nucleotide metabolic process [GO:0006163]
HVAEP7.T012556.1	Q5SVZ6	ZMYM1_HUMAN	hsa:79830;		nucleus [GO:0005634]; protein dimerization activity [GO:0046983]; zinc ion binding [GO:0008270]
HVAEP7.T012565.1	Q3SZF2	ARF4_BOVIN	bta:518601;		Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]
HVAEP7.T012566.1	Q9H1K0	RBNS5_HUMAN	hsa:64145;		cytosol [GO:0005829]; early endosome membrane [GO:0031901]; endosome [GO:0005768]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; small GTPase binding [GO:0031267]; zinc ion binding [GO:0008270]; early endosome to Golgi transport [GO:0034498]; endosomal transport [GO:0016197]; Golgi to lysosome transport [GO:0090160]; protein transport [GO:0015031]; regulation of Golgi organization [GO:1903358]
HVAEP7.T012568.1	Q62240	KDM5D_MOUSE	mmu:20592;		fibrillar center [GO:0001650]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone demethylase activity [GO:0032452]; histone H3K4 demethylase activity [GO:0032453]; histone H3K4me/H3K4me2/H3K4me3 demethylase activity [GO:0034647]; metal ion binding [GO:0046872]; nuclear androgen receptor binding [GO:0050681]; chromatin remodeling [GO:0006338]; histone H3-K4 demethylation [GO:0034720]; regulation of androgen receptor signaling pathway [GO:0060765]; T cell antigen processing and presentation [GO:0002457]
HVAEP7.T012583.2	P49789	FHIT_HUMAN	hsa:2272;		cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; adenosine 5'-monophosphoramidase activity [GO:0043530]; adenylylsulfatase activity [GO:0047627]; adenylylsulfate-ammonia adenylyltransferase activity [GO:0047352]; bis(5'-adenosyl)-triphosphatase activity [GO:0047710]; identical protein binding [GO:0042802]; nucleotide binding [GO:0000166]; ubiquitin protein ligase binding [GO:0031625]; diadenosine triphosphate catabolic process [GO:0015964]; intrinsic apoptotic signaling pathway by p53 class mediator [GO:0072332]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; purine nucleotide metabolic process [GO:0006163]
